peak_sales_musd,approved,time_to_peak,exclusivity_years,operating_margin,discount_rate,npv_musd
917.9447318466804,1,6,12,0.7292001802781848,0.14461687542494103,2475.4468901648033
705.4698020054537,0,4,12,0.5881329177276478,0.11943873457840377,0.0
777.2829107639557,1,4,10,0.7357878004003123,0.12157822992553148,2499.575863931133
839.1140104851993,1,6,12,0.6533876786381082,0.11600171711972325,2389.3270530661407
801.262064612296,1,6,11,0.7054091408368759,0.09440141109311703,2615.7464408323044
784.7843117394059,1,5,10,0.6638284576297464,0.10023929693982365,2333.2203173182265
849.8437382992307,0,5,12,0.6935033865344378,0.11743522831958907,0.0
1021.0639479757672,1,5,11,0.6981482764557065,0.11461431133176578,3180.045205110691
880.2128222504059,1,4,11,0.659032273213772,0.12127610410090364,2703.6879832334007
1018.4431338760022,1,4,10,0.6651317732619517,0.09868586224970963,3315.230659260066
1091.8786792453436,1,4,10,0.7002571286639009,0.10621429934803325,3603.2627038462097
943.5339236657217,1,4,12,0.6377921682354676,0.12446130752432537,2906.678654375549
821.560439905858,1,5,11,0.6860733136892537,0.11953095398322346,2448.612906635695
847.9962078757166,1,5,11,0.5829735698308741,0.12746651968989361,2058.723683723467
896.0355035478692,1,6,10,0.6937417219134566,0.0776452903295049,2904.9590846347983
886.9380745789148,1,6,11,0.658484689617601,0.09949826190192487,2623.9063731249807
906.8004654183642,1,5,10,0.6990882743495798,0.10512752924737066,2767.6880329453343
867.3988409913325,1,4,10,0.5921627887474026,0.08700806221606482,2668.5078668202973
839.4572518557183,1,6,12,0.6839986537758378,0.11863203001241646,2463.7767328212217
921.9237412665029,0,4,10,0.6879464294893383,0.11421787135954063,0.0
798.0317759532288,0,6,10,0.5801240883578064,0.10857132382661983,0.0
772.3513166945203,1,4,11,0.6985450365967155,0.10073830081311352,2800.9632119804983
872.3064419575427,1,5,11,0.665810003810228,0.10900414393860296,2671.423782714299
958.9577253250352,1,6,12,0.6664657892575888,0.11592238616611551,2786.5366808941203
